book,word,translation,image,sound1,sound2,sound3,unit,mean,example,type,mean_tr,example_tr
403,1,career,ish faoliyati,career.jpg,career_1392933884419.mp3,career_meaning.mp3,career_example.mp3,21,A career is a job that you do for a large part of your life.,He was in the hospitality business for most of his career.,n,Karyera - bu hayotingizning ko'p qismini bajaradigan ish.,U faoliyatining ko'p qismini mehmondo'stlik biznesida o'tkazgan.
404,1,clerk,doʻkon yordamchisi,clerk.jpg,clerk_1392933884419.mp3,clerk_meaning.mp3,clerk_example.mp3,21,A clerk is a type of worker. Clerks in a store help customers.,The clerk added up her bill for the groceries.,n,Kotib - bu ishchining bir turi. Do'kondagi sotuvchilar xaridorlarga yordam berishadi.,Kotib oziq-ovqat uchun hisobini qo‘shib qo‘ydi.
405,1,effort,"harakat, urinish",effort.jpg,effort_1392933884419.mp3,effort_meaning.mp3,effort_example.mp3,21,Effort is hard work or an attempt to do something.,He always puts a lot of effort into his studies.,n,Harakat - bu mashaqqatli ish yoki biror narsa qilishga urinish.,U har doim o'qishga juda ko'p kuch sarflaydi.
406,1,enter,kirmoq,enter.jpg,enter_1392933884419.mp3,enter_meaning.mp3,enter_example.mp3,21,To enter a place is to go into it.,Two guards greeted me as I entered the front door.,v,Biror joyga kirish - unga kirish.,Eshikdan kirganimda ikki qo‘riqchi kutib oldi.
407,1,excellent,"juda yaxshi, a'lo",excellent.jpg,excellent_1392933884419.mp3,excellent_meaning.mp3,excellent_example.mp3,21,"When something is excellent, it is very good.",I got an excellent score on my school test.,adj,"Agar biror narsa zo'r bo'lsa, u juda yaxshi.",Men maktab imtihonida juda yaxshi ball oldim.
408,1,hero,qahramon,hero.jpg,hero.mp3,hero_meaning.mp3,hero_example.mp3,21,A hero is a brave person who does things to help others.,"To children, the man in the blue and red costume was the hero.",n,Qahramon - boshqalarga yordam berish uchun narsalarni qiladigan jasur odam.,Bolalar uchun ko'k va qizil kostyumdagi odam qahramon edi.
409,1,hurry,shoshilmoq,hurry.jpg,hurry_1392933884419.mp3,hurry_meaning.mp3,hurry_example.mp3,21,To hurry is to do something quickly.,I hurried home on my bike.,v,Shoshilmoq — biror narsani tez qilmoq.,Velosipedda uyga shoshildim.
410,1,inform,xabar bermoq,inform.jpg,inform_1392933884419.mp3,inform_meaning.mp3,inform_example.mp3,21,To inform someone is to tell them about something.,I called and informed her about my idea.,v,Biror kishiga xabar berish - unga biror narsa haqida gapirish.,Men unga qo'ng'iroq qildim va fikrimni aytdim.
411,1,later,keyinroq,later.jpg,later_1392933884419.mp3,later_meaning.mp3,later_example.mp3,21,"Later means after the present, expected, or usual time.","She missed the train, so she’ll arrive a little later than expected.",adv,"Keyinchalik hozirgi, kutilgan yoki odatiy vaqtdan keyin degan ma'noni anglatadi.","U poezdni o'tkazib yubordi, shuning uchun u kutilganidan biroz kechroq keladi."
412,1,leave,"tark etmoq, ketmoq",leave.jpg,leave_1392933884419.mp3,leave_meaning.mp3,leave_example.mp3,21,To leave means to go away from someone or something.,He packed his bag and was ready to leave for home.,v,"Ketish, kimdandir yoki biror narsadan uzoqlashishni anglatadi.",U sumkasini yig'di va uyga ketishga tayyor edi.
413,1,locate,topmoq,locate.jpg,locate_1392933884419.mp3,locate_meaning.mp3,locate_example.mp3,21,To locate something is to find it.,I could not locate my keys in the house.,v,Biror narsani topish - uni topish.,Uyda kalitlarimni topa olmadim.
414,1,nurse,hamshira,nurse.jpg,nurse_1392933884419.mp3,nurse_meaning.mp3,nurse_example.mp3,21,A nurse is a person who helps sick people in the hospital.,A nurse helped me get better.,n,Hamshira - kasalxonada kasallarga yordam beradigan odam.,Bir hamshira yaxshilanishimga yordam berdi.
415,1,operation,operatsiya,operation.jpg,operation_1392933884419.mp3,operation_meaning.mp3,operation_example.mp3,21,An operation is when a doctor replaces or removes something in the body.,The operation on my arm was a success.,n,Operatsiya - bu shifokorning tanadagi biror narsani almashtirishi yoki olib tashlashi.,Qo‘limdagi operatsiya muvaffaqiyatli o‘tdi.
416,1,pain,ogʻriq,pain.jpg,pain_1392933884419.mp3,pain_meaning.mp3,pain_example.mp3,21,Pain is the feeling that you have when you are hurt.,His head was full of pain.,n,Og'riq - bu sizni xafa qilganda paydo bo'ladigan tuyg'u.,Uning boshi og'riq bilan to'la edi.
417,1,refuse,rad etmoq,refuse.jpg,refuse_1392933884419.mp3,refuse_meaning.mp3,refuse_example.mp3,21,To refuse something is to say “no” to it.,The dog refused to play with the cat.,v,"Biror narsani rad qilish, unga ""yo'q"" deyishdir.",It mushuk bilan o'ynashdan bosh tortdi.
418,1,though,"-ga qarasamdan,<br>-sa ham",though.jpg,though_1392933884419.mp3,though_meaning.mp3,though_example.mp3,21,Though is used when the second idea makes the first seem surprising.,"Though he was overweight, he liked to be active.",conj,Garchi ikkinchi fikr birinchisini hayratlanarli qilib ko'rsatsa ishlatiladi.,"U ortiqcha vaznga ega bo'lsa-da, u faol bo'lishni yaxshi ko'rardi."
419,1,various,"turli tuman, turli xil",various.jpg,various_1392933884419.mp3,various_meaning.mp3,various_example.mp3,21,"If something is various, there are many types of it.",She owned shoes of various styles.,adj,"Agar biror narsa har xil bo'lsa, uning ko'p turlari mavjud.",U turli xil uslubdagi poyabzallarga ega edi.
420,1,actual,haqiqiy,actual.jpg,actual_1392933884419.mp3,actual_meaning.mp3,actual_example.mp3,22,Actual means that something is real or true.,"This is the actual sword that the King owned, not a fake one.",adj,Haqiqiy narsa haqiqat yoki haqiqat ekanligini anglatadi.,"Bu qirolga tegishli bo'lgan haqiqiy qilich, soxta emas."
421,1,amaze,hayratda qoldirmoq,amaze.jpg,amaze_1392933884419.mp3,amaze_meaning.mp3,amaze_example.mp3,22,To amaze someone is to surprise them very much.,The news in the paper amazed Jack.,v,"Biror kishini hayratda qoldirish, uni juda hayratda qoldirishdir.",Gazetadagi yangiliklar Jekni hayratda qoldirdi.
422,1,charge,narx,charge.jpg,charge_1392933884419.mp3,charge_meaning.mp3,charge_example.mp3,22,A charge is the price to pay for something.,The charge for the shirts was $15.00.,n,To'lov - bu biror narsa uchun to'lanadigan narx.,"Ko'ylaklarning narxi 15,00 dollarni tashkil etdi."
423,1,comfort,"taskin bermoq, ovutmoq",comfort.jpg,comfort.mp3,comfort_meaning.mp3,comfort_example.mp3,22,To comfort someone means to make them feel better.,I wanted to comfort my friend after I heard the bad news.,v,"Biror kishiga tasalli berish, uni yaxshi his qilish demakdir.",Yomon xabarni eshitganimdan keyin dugonamga tasalli bermoqchi edim.
424,1,contact,aloqaga chiqmoq,contact.jpg,contact_1392933884419.mp3,contact_meaning.mp3,contact_example.mp3,22,To contact someone is to speak or write to them.,I contacted Sue about my party.,v,Biror kishi bilan bog'lanish - u bilan gaplashish yoki yozish.,Men Sue bilan partiyam haqida bog'landim.
425,1,customer,xaridor,customer.jpg,customer_1392933884419.mp3,customer_meaning.mp3,customer_example.mp3,22,A customer is a person who buys something at a store.,The customer put a few items in a bag.,n,Xaridor - bu do'konda biror narsa sotib oladigan odam.,Xaridor sumkaga bir nechta narsalarni qo'ydi.
426,1,deliver,"tashimoq, eltmoq",deliver.jpg,deliver_1392933884419.mp3,deliver_meaning.mp3,deliver_example.mp3,22,To deliver something is to take it from one place to another.,The man delivered Chinese food to my house.,v,"Biror narsani yetkazib berish, uni bir joydan ikkinchi joyga olib borishdir.",U kishi mening uyimga xitoy taomlarini yetkazib berdi.
427,1,earn,pul ishlab topmoq,earn.jpg,earn_1392933884419.mp3,earn_meaning.mp3,earn_example.mp3,22,To earn means to get money for the work you do.,He earns his living as a chef in a great restaurant.,v,"Pul topish, qilgan ishingiz uchun pul olishni anglatadi.",U zo'r restoranda oshpaz bo'lib tirikchilik qiladi.
428,1,gate,darvoza,gate.jpg,gate_1392933884419.mp3,gate_meaning.mp3,gate_example.mp3,22,A gate is a type of door. Gates are usually made of metal or wood.,We want to put up a wooden gate around our house.,n,Darvoza - eshikning bir turi. Darvozalar odatda metall yoki yog'ochdan yasalgan.,Biz uyimiz atrofida yog'och darvoza o'rnatmoqchimiz.
429,1,include,oʻz ichiga olmoq,include.jpg,include_1392933884419.mp3,include_meaning.mp3,include_example.mp3,22,To include something means to have it as part of something.,Does this meal include a soft drink?,v,"Biror narsani o'z ichiga olish, uni biror narsaning bir qismi sifatida qabul qilishni anglatadi.",Bu taomga alkogolsiz ichimlik kiradimi?
430,1,manage,"boshqarmoq, olib bormoq",manage.jpg,manage_1392933884419.mp3,manage_meaning.mp3,manage_example.mp3,22,To manage something means to control or be in charge of it.,I had to manage the meeting myself.,v,"Biror narsani boshqarish, uni boshqarish yoki boshqarishni anglatadi.",Uchrashuvni o'zim boshqarishim kerak edi.
431,1,mystery,"sir, jumboq",mystery.jpg,mystery_1392933884419.mp3,mystery_meaning.mp3,mystery_example.mp3,22,A mystery is something that is difficult to understand or explain.,The path on the map was a complete mystery to me.,n,Sir - bu tushunish yoki tushuntirish qiyin bo'lgan narsa.,Xaritadagi yo'l men uchun to'liq sir edi.
432,1,occur,"yuz bermoq, sodir boʻlmoq",occur.jpg,occur_1392933884419.mp3,occur_meaning.mp3,occur_example.mp3,22,To occur means to happen.,When did the thunderstorm occur?,v,Voqea sodir bo'lmoq degan ma'noni anglatadi.,Momaqaldiroq qachon sodir bo'lgan?
433,1,opposite,"teskari, zid",opposite.jpg,opposite_1392933884419.mp3,opposite_meaning.mp3,opposite_example.mp3,22,"If A is the opposite of B, A is completely different from B.",The opposite of black is white.,n,"Agar A B ga qarama-qarshi bo'lsa, A B dan butunlay farq qiladi.",Qora rangning aksi oq.
434,1,plate,likop,plate.jpg,plate_1392933884419.mp3,plate_meaning.mp3,plate_example.mp3,22,A plate is a flat round thing that you put food on.,I put my plate down so I could put some food on it.,n,Plastinka - bu siz ovqat qo'yadigan tekis yumaloq narsa.,Men ovqat qo'yishim uchun likopamni qo'ydim.
435,1,receive,"olmoq, qabul qilib olmoq",receive.jpg,receive_1392933884419.mp3,receive_meaning.mp3,receive_example.mp3,22,To receive something is to get it.,I received a present on my birthday.,v,Biror narsani olish - uni olish.,Men tug'ilgan kunimda sovg'a oldim.
436,1,reward,"mukofot, sovrin",reward.jpg,reward_1392933884419.mp3,reward_meaning.mp3,reward_example.mp3,22,A reward is something given in exchange for good behavior or work.,He was given a reward for his excellent performance.,n,Mukofot - bu yaxshi xulq-atvor yoki ish evaziga beriladigan narsa.,Unga o'zining ajoyib ishlashi uchun mukofot berildi.
437,1,set,qoʻymoq,set.jpg,set_1392933884419.mp3,set_meaning.mp3,set_example.mp3,22,To set something is to put it somewhere.,Please set the dice down on the table.,v,"Biror narsani o'rnatish, uni biror joyga qo'yishdir.","Iltimos, zarlarni stol ustiga qo'ying."
438,1,steal,oʻgʻirlamoq,steal.jpg,steal_1392933884419.mp3,steal_meaning.mp3,steal_example.mp3,22,To steal is to take something that is not yours.,The men tried to steal money from the bank.,v,O'g'irlik - sizniki bo'lmagan narsani olish.,Erkaklar bankdan pul o‘g‘irlamoqchi bo‘lgan.
439,1,thief,oʻgʻri,thief.jpg,thief_1392933884419.mp3,thief_meaning.mp3,thief_example.mp3,22,A thief is someone who quietly takes things that do not belong to them.,A thief broke into our home and took my mother’s jewelry.,n,O'g'ri - o'ziga tegishli bo'lmagan narsalarni jimgina oladigan kishi.,"Uyimizga o'g'ri kirib, onamning taqinchoqlarini olib ketdi."
440,1,advance,oldinga yurmoq,advance.jpg,advance_1392933884419.mp3,advance_meaning.mp3,advance_example.mp3,23,To advance is to go forward.,He advanced up the ladder slowly.,v,Oldinga borish - oldinga borish.,U sekin zinapoyaga ko'tarildi.
441,1,athlete,sportchi,athlete.jpg,athlete.mp3,athlete_meaning.mp3,athlete_example.mp3,23,An athlete is a person who plays sports.,Some athletes can play many sports very well.,n,Sportchi - bu sport bilan shug'ullanadigan odam.,Ba'zi sportchilar ko'plab sport turlarini juda yaxshi o'ynashlari mumkin.
442,1,average,"oʻrtacha, oʻrta tabaqali",average.jpg,average_1392933884419.mp3,average_meaning.mp3,average_example.mp3,23,"If something is average, it is at a normal level.",I’m not rich or poor; I’m average.,adj,"Agar biror narsa o'rtacha bo'lsa, u normal darajada.",Men boy yoki kambag'al emasman; Men o'rtachaman.
443,1,behavior,xulq-atvor,behavior.jpg,behavior_1392933884419.mp3,behavior_meaning.mp3,behavior_example.mp3,23,Your behavior is the way you act.,Their behavior was good this semester. They didn’t cause trouble.,n,Sizning xatti-harakatingiz sizning harakatingizdir.,Ularning xatti-harakatlari bu semestrda yaxshi edi. Ular muammo tug'dirmadi.
444,1,behind,orqasida,behind.jpg,behind_1392933884419.mp3,behind_meaning.mp3,behind_example.mp3,23,Behind means to be at the back of something.,The little girl was hiding behind a tree.,prep,Orqada biror narsaning orqasida bo'lishni anglatadi.,Qizcha daraxt orqasiga yashiringan edi.
445,1,course,"dars, kurs",course.jpg,course_1392933884419.mp3,course_meaning.mp3,course_example.mp3,23,A course is a class in school.,I took a PE course in school this year.,n,Kurs - bu maktabdagi dars.,Bu yil maktabda jismoniy tarbiya kursini oldim.
446,1,lower,"pasaymoq, pasytirmoq",lower.jpg,lower_1392933884419.mp3,lower_meaning.mp3,lower_example.mp3,23,To lower something is to make it go down.,The chart shows how his production has lowered over the year.,v,Biror narsani tushirish - uni pastga tushirish.,Grafikda uning ishlab chiqarishi yil davomida qanday pasayganligi ko'rsatilgan.
447,1,match,"mos kelmoq, tushmoq",match.jpg,match_1392933884419.mp3,match_meaning.mp3,match_example.mp3,23,To match is to be the same or similar.,The two shoes matched. They looked the same.,v,Mos kelmoq - bir xil yoki o'xshash bo'lish.,Ikki tufli mos tushdi. Ular bir xil ko'rinishga ega edilar.
448,1,member,a'zo,member.jpg,member_1392933884419.mp3,member_meaning.mp3,member_example.mp3,23,A member is a person who is part of a group.,Julie is the newest member of our team.,n,A'zo - bu guruhning bir qismi bo'lgan shaxs.,Juli - jamoamizning eng yangi a'zosi.
449,1,mental,"aqliy, farziy",mental.jpg,mental_1392933884419.mp3,mental_meaning.mp3,mental_example.mp3,23,"If something is mental, it has to do with your mind.",I made a mental picture of the room.,adj,"Agar biror narsa aqliy bo'lsa, bu sizning ongingiz bilan bog'liq.",Men xonaning aqliy rasmini yaratdim.
450,1,passenger,yoʻlovchi,passenger.jpg,passenger_1392933884419.mp3,passenger_meaning.mp3,passenger_example.mp3,23,"A passenger is a person who rides in a car, train, or airplane.",One passenger was standing in the subway train.,n,"Yo'lovchi - bu mashinada, poezdda yoki samolyotda minadigan odam.",Bir yo‘lovchi metro poyezdida turgan.
451,1,personality,"shaxsiyat, oʻzlik",personality.jpg,personality_1392933884419.mp3,personality_meaning.mp3,personality_example.mp3,23,Your personality is what you are like and how you behave.,John has a bad personality.,n,Sizning shaxsiyatingiz - bu siz qanday ekanligingiz va o'zingizni qanday tutishingiz.,Jon yomon xarakterga ega.
452,1,poem,"sher, toʻrtlik",poem.jpg,poem_1392933884419.mp3,poem_meaning.mp3,poem_example.mp3,23,A poem is a short kind of writing.,William Shakespeare wrote many poems.,n,She'r - bu qisqa yozish turi.,Uilyam Shekspir ko'plab she'rlar yozgan.
453,1,pole,"ustun, xoda",pole.jpg,pole_1392933884419.mp3,pole_meaning.mp3,pole_example.mp3,23,A pole is a long thin stick made of wood or metal that supports things.,The flag was hanging from the flag pole.,n,Ustun - bu narsalarni qo'llab-quvvatlaydigan yog'och yoki metalldan yasalgan uzun ingichka tayoq.,Bayroq bayroq ustuniga osilib turardi.
454,1,remove,olib tashlamoq,remove.jpg,remove_1392933884419.mp3,remove_meaning.mp3,remove_example.mp3,23,To remove something is to take it away.,I removed the nail from the board.,v,Biror narsani olib tashlash - uni olib tashlash.,Men tirnoqni taxtadan olib tashladim.
455,1,safety,xavfsizlik,safety.jpg,safety_1392933884419.mp3,safety_meaning.mp3,safety_example.mp3,23,Safety means to be the condition of being safe and free from danger.,"For his own safety, he was placed in a car seat.",n,Xavfsizlik - bu xavfsiz va xavfdan xoli bo'lish sharti.,O'zining xavfsizligi uchun uni avtomobil o'rindig'iga qo'yishdi.
